"Coffee Cups/Day","Hours Studied","Previous Scores","Extracurricular Activities","Sleep Hours","Sample Question Papers Practiced","Performance Index"
0,2,71,-1,8,0,45.
3,6,75,-1,4,2,60.
0,1,41,1,8,0,16.
2,3,79,-1,8,4,61.
1,2,89,-1,4,7,67.
2,3,90,1,8,3,70.
1,5,53,1,8,8,40.
3,6,59,1,8,5,49.
3,9,64,-1,7,5,63.
1,4,81,1,5,4,63.
4,7,88,-1,8,9,82.
3,6,47,1,4,4,33.
0,2,67,-1,9,6,41.
4,8,85,1,8,7,83.
4,7,60,1,7,6,53.
4,7,62,1,7,0,53.
4,8,71,-1,9,0,66.
0,1,47,1,8,9,25.
-1,1,70,-1,6,5,44.
4,8,76,1,9,2,66.
1,4,55,1,5,8,34.
2,5,79,1,4,6,67.
3,8,81,-1,4,1,74.
1,5,66,-1,4,2,52.
2,4,79,-1,4,7,64.
2,6,80,1,7,0,71.
1,5,57,-1,5,4,39.
4,7,74,-1,8,9,66.
4,7,88,1,8,0,78.
1,4,91,1,6,8,75.
2,5,54,-1,8,6,37.
1,3,92,-1,5,4,71.
1,4,66,1,8,5,47.
2,4,56,-1,7,2,37.
1,3,79,1,9,2,63.
1,5,41,1,8,6,26.
1,5,88,-1,4,6,71.
4,7,89,-1,4,6,80.
2,4,70,1,9,1,54.
1,4,76,-1,4,1,57.
4,9,80,1,4,4,75.
3,6,80,-1,7,3,67.
1,4,73,1,7,6,57.
1,2,73,-1,7,2,52.
3,6,90,-1,8,4,78.
1,2,94,1,9,1,72.
1,5,98,-1,4,0,78.
3,6,42,1,6,8,30.
1,4,56,-1,9,3,40.
2,3,53,-1,6,7,35.
4,7,53,-1,4,6,41.
0,2,85,-1,5,0,61.
2,6,77,1,9,9,69.
1,4,74,1,8,6,55.
3,6,40,-1,6,1,24.
2,4,87,1,9,2,72.
1,4,68,1,9,0,52.
2,4,43,-1,7,6,26.
4,9,72,1,5,2,66.
3,7,56,1,7,5,45.
1,3,67,-1,5,6,47.
1,3,89,-1,5,2,68.
3,6,65,-1,8,1,49.
3,6,47,-1,9,8,37.
1,4,73,1,7,8,61.
3,9,98,-1,7,6,97.
2,4,57,1,6,4,38.
3,9,70,1,9,3,69.
1,4,98,-1,4,3,79.
1,2,66,1,4,0,45.
0,2,55,1,6,3,29.
1,5,97,1,5,6,86.
2,4,49,-1,6,4,29.
4,7,79,1,6,8,72.
2,5,51,-1,7,3,37.
3,6,61,-1,6,2,51.
1,4,55,1,5,5,39.
0,2,51,1,4,3,24.
3,9,50,-1,8,1,47.
4,7,59,-1,9,4,52.
1,4,90,-1,6,3,75.
1,3,40,-1,9,4,18.
1,3,66,-1,6,8,44.
4,9,42,1,9,3,37.
1,5,51,-1,7,5,37.
1,3,69,1,7,3,50.
2,5,48,-1,9,0,34.
1,2,92,1,6,1,68.
2,4,93,-1,6,5,76.
1,2,76,1,5,7,53.
0,2,40,1,4,8,16.
3,8,81,-1,4,3,70.
-1,1,88,1,8,5,62.
3,7,43,-1,4,2,33.
1,5,54,-1,8,8,40.
4,8,90,1,7,7,85.
-1,1,66,1,8,0,43.
4,7,47,-1,8,1,40.
2,5,99,-1,4,9,83.
2,4,99,-1,6,8,86.
3,7,62,1,7,9,54.
1,2,54,1,5,2,32.
-1,1,66,-1,8,2,40.
-1,1,70,1,8,9,45.
-1,1,78,1,9,8,56.
1,5,86,1,8,2,71.
4,7,47,-1,6,9,38.
1,2,69,-1,5,4,45.
3,8,97,1,9,5,93.
1,4,94,1,4,2,73.
1,3,81,-1,7,9,63.
4,8,57,1,6,7,54.
0,2,43,-1,5,1,18.
2,3,86,-1,7,5,65.
2,3,82,-1,4,1,64.
-1,1,61,-1,7,8,35.
2,6,42,-1,9,5,31.
1,2,54,-1,8,8,26.
-1,1,74,-1,8,3,46.
0,2,86,1,6,2,65.
3,6,77,-1,7,1,72.
1,4,72,1,8,7,59.
2,6,53,1,6,3,39.
4,9,87,1,6,1,85.
3,8,40,-1,9,8,35.
-1,1,92,1,6,7,67.
4,8,88,-1,4,4,78.
3,9,65,-1,8,7,64.
2,6,47,1,8,4,34.
1,5,89,1,5,6,70.
3,6,55,1,4,4,42.
3,6,77,1,8,4,61.
4,9,49,-1,9,3,45.
1,4,81,1,8,4,66.
1,2,76,1,5,6,56.
3,9,65,1,7,2,63.
0,2,67,1,7,3,44.
4,9,51,1,4,7,46.
1,2,59,-1,6,5,34.
4,8,88,-1,5,7,85.
4,9,53,-1,5,1,46.
4,9,85,1,8,8,84.
4,9,74,1,9,6,74.
1,2,68,-1,8,4,41.
1,4,51,-1,9,6,30.
3,7,91,-1,5,1,82.
1,2,57,-1,6,3,30.
-1,1,83,1,7,6,59.
1,3,41,1,4,1,17.
2,4,41,1,9,7,26.
3,8,98,-1,7,9,94.
2,6,56,-1,4,9,46.
1,2,49,-1,6,4,26.
3,9,57,1,5,4,54.
1,2,61,1,6,7,42.
2,5,58,-1,9,0,42.
2,4,97,1,5,5,80.
4,7,92,-1,8,1,85.
3,8,40,-1,4,0,26.
1,5,63,-1,8,6,52.
1,5,75,1,5,3,60.
1,2,64,-1,4,0,40.
4,8,75,-1,4,9,68.
1,2,70,1,8,5,49.
2,6,70,-1,4,9,59.
4,8,41,-1,5,5,32.
3,6,58,1,9,2,47.
1,4,92,-1,9,5,77.
1,4,51,-1,5,9,36.
2,6,49,-1,8,8,38.
2,4,70,1,6,5,50.
4,8,84,-1,5,0,77.
3,9,61,-1,9,9,59.
-1,1,62,-1,5,5,37.
2,4,91,1,4,7,72.
2,4,62,1,4,6,41.
1,2,54,1,5,7,34.
2,6,65,-1,8,7,54.
1,3,42,1,6,8,21.
4,7,62,-1,4,2,50.
1,5,59,1,9,6,49.
1,4,84,1,4,5,71.
2,5,79,1,9,1,64.
4,8,96,1,6,4,90.
1,3,78,-1,4,2,57.
3,7,95,1,8,4,84.
3,6,47,-1,9,8,36.
-1,1,57,-1,4,7,34.
3,7,80,-1,4,8,70.
3,7,45,1,5,8,39.
0,1,66,1,8,7,42.
3,9,75,-1,8,7,69.
2,6,54,1,5,5,44.
1,2,76,-1,9,5,54.
2,5,97,1,7,5,87.
2,4,44,1,6,9,28.
4,7,78,-1,8,5,70.
3,8,48,1,7,8,44.
-1,1,46,-1,9,9,23.
1,5,80,-1,6,0,61.
2,3,59,1,8,9,43.
0,1,49,1,4,5,22.
1,3,65,1,8,7,47.
2,6,43,-1,6,0,31.
4,7,77,1,7,5,71.
4,8,63,1,4,8,59.
2,4,53,1,6,5,37.
1,3,80,1,9,1,58.
1,5,40,-1,6,0,24.
4,9,56,1,8,3,52.
2,6,84,-1,9,5,74.
3,9,63,1,5,9,60.
2,6,66,1,5,9,59.
0,2,46,1,4,8,20.
1,5,48,-1,6,4,33.
4,9,82,-1,7,6,80.
4,8,74,1,4,5,67.
3,7,97,-1,9,5,90.
-1,1,51,-1,4,8,29.
2,4,60,1,8,4,44.
3,7,42,1,9,1,37.
4,7,54,1,7,7,45.
3,6,60,1,6,2,50.
3,8,49,1,9,8,44.
3,6,72,1,6,4,59.
2,3,85,-1,6,0,60.
2,4,98,1,4,3,78.
1,3,91,1,8,8,73.
0,1,45,1,4,0,20.
2,5,41,1,5,7,26.
-1,1,68,-1,5,7,42.
-1,1,94,-1,6,8,71.
1,2,79,-1,8,8,57.
1,4,72,1,9,5,55.
3,6,43,1,6,4,29.
4,8,98,-1,9,6,96.
2,3,43,-1,6,8,23.
0,1,68,1,4,4,42.
2,3,76,1,6,2,54.
1,3,99,1,6,8,83.
1,5,99,1,8,9,91.
1,4,59,1,8,0,42.
2,4,80,-1,9,0,65.
3,9,62,1,8,9,60.
3,7,84,-1,6,3,77.
1,4,57,1,8,1,41.
2,3,88,-1,8,6,67.
2,6,64,-1,7,1,53.
2,3,40,-1,7,6,21.
2,6,93,1,5,7,82.
4,9,54,1,4,7,52.
3,6,73,1,4,2,60.
1,4,87,-1,8,8,71.
2,5,59,-1,5,9,45.
2,6,93,1,5,9,82.
1,3,76,-1,9,9,57.
4,8,66,-1,7,5,63.
1,4,61,-1,5,3,41.
4,8,90,-1,6,7,84.
1,3,44,1,9,3,24.
3,7,73,-1,8,3,63.
3,9,78,1,6,7,79.
1,4,42,-1,4,3,20.
3,8,56,-1,7,0,50.
2,3,63,1,6,5,43.
3,7,63,-1,8,7,56.
2,3,42,1,6,2,21.
4,7,84,1,6,1,76.
3,6,46,1,5,5,34.
1,2,64,1,7,0,42.
1,3,95,1,4,4,78.
2,6,42,1,8,5,28.
2,4,54,1,9,7,39.
2,6,68,-1,9,6,56.
0,1,89,1,8,5,63.
-1,1,68,-1,4,1,38.
2,3,49,-1,8,7,29.
4,8,71,-1,5,7,67.
4,8,62,1,9,4,57.
1,4,78,1,9,2,63.
2,6,48,-1,6,7,38.
4,8,76,1,5,4,68.
3,7,91,-1,9,2,82.
3,7,79,-1,5,8,70.
1,4,53,-1,5,8,32.
4,9,43,1,4,6,43.
2,6,59,-1,9,7,49.
1,3,67,1,7,4,49.
1,5,53,-1,4,4,36.
2,5,83,1,4,4,69.
2,5,73,-1,5,1,57.
3,8,52,1,7,2,47.
4,9,70,-1,4,7,69.
3,9,72,1,7,5,65.
2,6,91,1,9,8,84.
3,6,78,1,5,6,66.
3,9,67,-1,4,5,60.
1,4,64,-1,7,3,44.
3,6,71,-1,8,6,61.
1,4,48,1,4,3,30.
0,1,67,1,4,6,39.
3,7,97,-1,4,4,85.
2,6,70,-1,7,1,58.
3,9,56,1,6,6,53.
3,7,92,-1,9,7,86.
3,7,62,1,4,9,55.
0,2,52,1,8,1,32.
3,9,94,1,8,5,94.
4,9,49,-1,5,3,41.
2,6,55,1,6,4,43.
1,3,45,-1,6,0,25.
0,1,87,1,7,5,64.
2,4,50,-1,5,7,37.
2,3,97,-1,7,1,79.
0,1,91,1,5,0,62.
2,3,42,1,9,8,21.
2,4,67,1,6,1,49.
4,8,80,1,9,7,77.
3,9,54,-1,7,4,50.
1,3,99,-1,5,1,79.
3,6,52,-1,6,4,35.
2,5,81,-1,6,8,66.
2,6,91,-1,4,5,74.
2,4,95,1,7,2,77.
3,6,84,1,4,7,72.
4,7,56,-1,6,0,48.
3,9,46,1,7,8,42.
4,7,67,1,7,8,59.
3,6,77,1,9,3,66.
0,1,52,1,8,7,27.
0,2,99,1,5,2,75.
0,1,56,1,8,5,31.
3,9,54,-1,8,9,51.
3,9,75,1,6,9,74.
4,7,67,1,9,7,63.
0,2,54,-1,5,8,31.
2,6,85,-1,8,7,79.
2,4,92,-1,8,8,77.
0,1,50,1,7,3,26.
-1,1,95,-1,6,9,69.
2,5,70,1,8,0,56.
0,2,43,-1,5,6,18.
1,4,74,1,4,9,55.
0,1,73,1,4,3,45.
1,4,91,-1,6,0,74.
3,6,66,1,4,2,56.
1,4,49,1,7,6,34.
0,1,69,1,7,2,44.
3,7,84,1,5,0,73.
1,2,59,-1,9,6,38.
4,9,68,-1,6,7,64.
2,3,97,-1,6,4,75.
3,8,92,1,4,5,84.
3,8,68,-1,8,2,62.
2,3,62,-1,8,4,41.
2,4,96,1,9,2,81.
1,2,89,-1,8,1,66.
1,4,60,-1,9,6,45.
4,9,87,-1,5,9,84.
0,2,82,1,6,6,60.
2,3,49,-1,4,7,26.
2,4,80,-1,5,0,64.
2,5,51,-1,7,1,32.
-1,1,69,1,7,1,48.
3,7,90,1,7,2,83.
4,7,72,-1,9,6,62.
4,9,57,-1,9,6,55.
1,4,53,-1,6,6,36.
2,6,61,1,7,0,52.
0,2,60,1,9,1,35.
1,4,40,-1,9,7,21.
0,2,88,-1,8,8,67.
2,5,82,1,9,9,71.
4,7,91,1,7,6,87.
-1,1,99,-1,5,0,70.
4,7,54,1,7,3,43.
3,6,75,-1,8,9,69.
3,6,86,-1,7,7,75.
3,8,93,1,4,4,85.
3,8,61,-1,8,0,56.
3,6,71,-1,6,6,55.
1,3,97,-1,7,5,78.
1,5,85,-1,9,8,71.
0,2,93,-1,5,3,68.
2,5,72,-1,7,3,60.
4,9,97,-1,5,7,95.
-1,1,80,1,4,3,51.
2,5,98,1,6,2,84.
3,6,78,-1,9,6,68.
4,7,62,1,8,4,54.
4,9,82,-1,8,8,79.
3,6,94,-1,6,4,83.
1,5,41,1,4,8,28.
4,7,41,-1,4,5,31.
-1,1,77,-1,7,5,50.
2,5,94,1,4,5,79.
0,2,90,1,7,6,64.
2,4,68,1,5,3,53.
3,7,91,1,6,3,81.
1,5,85,1,5,8,70.
3,6,99,1,5,6,85.
1,2,42,-1,5,9,20.
2,3,78,1,5,5,60.
4,7,46,1,8,0,36.
0,2,75,-1,4,6,49.
2,6,68,-1,6,5,56.
2,5,94,1,6,3,79.
0,1,76,-1,9,7,53.
2,4,88,-1,5,6,70.
1,2,97,-1,6,7,74.
1,4,75,-1,7,8,60.
-1,1,62,-1,6,0,32.
1,2,84,-1,5,2,59.
3,8,55,-1,6,1,48.
3,6,87,1,4,2,74.
1,2,70,-1,5,1,46.
3,6,73,1,8,5,63.
3,9,89,-1,4,8,87.
3,7,40,-1,6,1,29.
4,9,57,1,8,3,51.
2,5,97,-1,9,4,81.
4,7,79,-1,4,4,70.
3,7,82,1,9,0,75.
1,3,95,-1,7,5,75.
4,7,95,-1,4,4,85.
0,1,54,1,8,5,28.
3,9,87,1,9,3,84.
3,6,88,-1,7,5,76.
1,5,56,1,9,8,43.
3,7,83,-1,6,0,73.
1,5,49,-1,5,5,33.
1,5,59,1,9,0,45.
4,7,45,1,6,6,38.
3,7,47,1,5,3,39.
1,3,84,1,5,5,67.
2,3,73,-1,8,6,53.
2,3,71,1,7,4,50.
3,6,90,1,7,8,80.
2,6,93,-1,4,7,80.
1,3,81,-1,6,2,60.
2,3,43,-1,8,0,23.
4,8,83,-1,9,9,80.
4,8,89,-1,6,7,83.
4,7,78,-1,9,3,72.
2,4,59,-1,9,6,46.
2,4,63,-1,9,3,45.
2,3,63,-1,4,6,42.
2,5,94,1,4,0,78.
1,3,65,1,8,0,43.
3,8,64,-1,4,1,55.
4,7,75,1,8,4,67.
2,3,46,-1,4,9,28.
3,9,49,-1,7,5,48.
1,5,97,-1,8,1,81.
3,9,86,-1,7,0,84.
3,7,51,1,7,8,41.
4,7,40,1,8,6,31.
2,6,91,-1,6,7,83.
0,2,89,1,5,5,70.
3,9,64,1,4,8,57.
2,6,55,-1,9,7,45.
3,8,44,-1,4,3,37.
0,1,58,1,9,4,33.
1,5,43,1,6,1,28.
-1,1,45,-1,5,0,16.
3,8,65,-1,6,5,60.
4,8,88,1,5,2,81.
0,1,78,-1,8,3,54.
3,9,95,-1,8,0,94.
1,2,94,-1,9,5,74.
4,9,78,1,7,7,76.
0,1,48,1,7,9,19.
4,9,84,-1,9,3,83.
2,4,91,1,8,9,73.
4,9,53,-1,9,7,52.
4,7,87,1,7,9,81.
3,6,94,1,9,2,84.
2,5,48,1,8,6,35.
4,9,54,-1,6,2,53.
0,2,76,-1,4,5,55.
0,2,89,-1,8,3,66.
4,9,92,1,9,5,87.
2,3,59,-1,8,6,43.
4,8,47,-1,8,7,39.
3,9,71,-1,7,5,68.
4,8,86,-1,9,3,81.
2,4,60,1,7,8,45.
-1,1,96,-1,9,6,75.
2,4,80,-1,7,8,64.
4,9,58,1,7,2,54.
0,2,68,-1,6,4,45.
1,3,97,1,8,0,75.
3,8,70,1,6,7,64.
3,6,93,1,7,0,81.
4,8,45,-1,6,0,39.
3,7,43,1,8,6,38.
2,5,82,1,8,7,72.
3,9,68,1,7,2,67.
1,4,81,-1,8,1,66.
3,6,42,1,6,6,32.
1,2,40,1,5,9,17.
1,2,83,1,8,4,59.
0,2,94,-1,6,0,70.
4,7,54,1,6,1,41.
0,2,86,1,6,2,62.
0,2,60,-1,8,5,38.
4,9,85,-1,5,0,81.
3,7,97,-1,7,7,88.
1,3,70,1,7,1,46.
2,3,46,1,8,4,25.
4,7,56,1,8,7,48.
2,5,95,1,4,4,81.
2,6,58,-1,9,7,49.
4,8,78,1,5,5,72.
4,9,99,-1,6,6,96.
-1,1,42,1,9,7,17.
2,3,69,1,6,2,48.
3,7,74,1,9,4,69.
2,6,97,-1,7,9,85.
3,7,96,-1,9,6,85.
3,8,68,-1,8,8,64.
2,6,89,-1,5,5,79.
2,3,91,1,7,9,74.
0,2,93,1,9,0,69.
3,7,53,1,5,7,44.
0,1,74,1,8,5,50.
1,3,67,1,6,0,48.
1,4,97,-1,4,3,77.
-1,1,69,-1,5,5,46.
1,5,65,1,6,9,51.
1,3,46,1,5,0,23.
1,2,78,1,5,9,56.
2,3,70,1,5,4,47.
3,8,44,-1,8,2,42.
3,6,74,1,7,6,64.
4,7,89,1,5,7,80.
3,6,86,1,8,2,73.
2,6,91,1,4,9,80.
1,3,53,-1,7,2,34.
3,8,75,1,8,2,69.
3,7,66,-1,4,5,54.
4,7,63,-1,7,5,56.
3,6,79,1,8,2,66.
2,5,68,1,4,5,53.
4,8,92,1,8,8,89.
1,5,84,1,4,7,70.
3,9,61,1,5,6,59.
4,9,47,-1,5,6,41.
-1,1,54,-1,7,7,28.
2,6,88,-1,4,6,75.
4,7,44,-1,5,2,34.
1,3,91,-1,7,7,68.
3,7,43,1,6,7,32.
3,7,50,1,5,0,44.
0,2,57,-1,5,9,35.
4,7,81,1,9,4,74.
0,1,88,1,8,4,64.
1,5,69,-1,6,0,57.
4,9,54,-1,4,5,46.
3,7,45,-1,7,5,36.
3,7,94,1,6,3,85.
1,2,92,-1,4,5,71.
4,8,55,-1,5,5,49.
2,3,86,1,9,0,71.
3,8,79,1,7,4,76.
1,3,48,-1,7,1,26.
4,7,82,1,6,6,74.
0,2,98,-1,8,8,78.
2,4,73,1,4,8,59.
3,6,66,-1,9,8,55.
4,9,52,1,9,6,51.
2,5,75,1,6,6,57.
3,9,66,1,8,0,63.
1,5,48,-1,8,5,37.
4,8,44,-1,8,4,41.
0,1,90,-1,7,7,67.
4,7,61,1,4,7,56.
1,4,70,1,4,3,51.
1,5,42,1,6,0,26.
2,6,69,-1,5,5,56.
1,5,60,1,6,9,48.
0,1,74,-1,4,0,52.
4,9,45,-1,7,4,42.
1,2,67,-1,6,4,41.
3,9,71,-1,5,2,64.
1,2,81,-1,9,4,57.
3,9,76,1,6,5,72.
3,6,64,1,8,4,52.
4,9,71,1,5,0,67.
2,6,74,1,8,6,61.
3,6,61,1,7,2,51.
1,2,63,1,4,6,42.
4,8,78,-1,6,4,71.
2,3,93,1,6,2,74.
4,7,69,-1,8,5,62.
2,5,89,-1,8,0,76.
1,3,71,-1,4,5,50.
-1,1,70,-1,6,3,42.
4,8,62,-1,4,3,55.
1,3,79,1,8,4,60.
0,2,72,1,9,8,52.
-1,1,64,1,8,0,36.
1,4,75,-1,5,2,53.
3,8,63,1,8,3,54.
2,3,70,1,8,1,47.
0,1,97,-1,9,8,70.
2,4,78,-1,4,6,62.
3,9,85,1,5,0,82.
-1,1,52,-1,5,8,26.
0,2,49,-1,6,5,25.
3,9,62,-1,9,1,55.
1,2,57,1,7,0,34.
1,3,71,-1,6,5,51.
4,7,72,-1,6,6,63.
1,3,75,-1,6,9,54.
4,9,67,-1,5,5,62.
3,6,55,-1,4,6,43.
2,3,55,1,8,5,34.
4,9,57,1,5,7,56.
0,1,47,-1,8,1,24.
1,3,81,-1,8,8,65.
0,1,55,1,7,8,31.
0,2,94,1,6,8,72.
3,8,95,-1,7,6,90.
3,7,50,-1,6,8,43.
0,2,45,1,5,0,23.
1,2,40,-1,8,2,18.
4,9,51,-1,7,1,44.
3,6,96,1,9,0,84.
2,5,77,1,5,4,62.
3,6,67,1,5,0,56.
4,9,84,1,9,2,87.
3,7,97,-1,6,5,89.
4,9,56,-1,8,5,55.
2,4,40,-1,6,2,18.
1,2,71,-1,6,3,46.
3,8,47,1,5,6,42.
2,4,93,1,6,5,72.
4,9,79,-1,4,1,75.
1,4,95,-1,9,8,79.
3,8,82,-1,9,5,78.
4,9,85,1,8,1,81.
3,9,63,1,9,6,63.
2,4,49,1,6,9,35.
0,1,86,-1,6,9,63.
1,3,78,-1,7,3,59.
4,9,78,-1,8,0,76.
1,4,49,1,8,9,33.
1,5,75,-1,9,8,62.
4,7,64,1,6,9,58.
2,5,99,-1,4,7,82.
1,4,89,-1,7,4,73.
1,2,98,1,4,2,75.
1,2,96,1,6,3,71.
1,4,49,-1,8,2,30.
3,9,58,1,8,9,58.
3,8,85,1,4,7,80.
1,3,84,1,5,4,65.
3,9,54,1,6,7,51.
2,5,55,1,8,0,44.
2,3,41,-1,9,8,23.
2,5,68,-1,5,9,56.
1,4,43,-1,8,2,25.
3,8,92,-1,9,0,89.
1,5,89,1,8,2,75.
4,8,68,-1,5,1,60.
4,9,70,1,4,6,64.
1,4,56,-1,6,9,40.
4,7,49,-1,5,3,37.
1,2,66,1,5,6,42.
2,6,92,-1,8,2,78.
3,8,80,-1,9,5,72.
3,7,54,-1,5,6,44.
3,7,99,-1,6,6,89.
3,8,83,-1,4,4,77.
3,7,70,-1,9,5,62.
2,5,60,-1,4,2,46.
4,7,99,1,4,3,94.
2,3,98,-1,6,5,80.
2,5,97,-1,8,2,83.
3,7,80,-1,9,6,74.
3,9,85,-1,9,2,85.
1,2,84,-1,6,8,61.
2,4,99,-1,9,3,85.
4,7,65,1,5,1,58.
0,1,77,-1,7,5,52.
1,2,90,-1,7,8,69.
4,9,75,1,7,9,78.
4,7,91,1,4,9,82.
4,7,56,-1,9,1,47.
2,6,90,-1,6,3,79.
1,3,42,-1,9,4,21.
1,3,53,1,6,8,33.
1,2,88,1,9,6,65.
2,6,52,-1,4,4,35.
1,4,80,-1,5,5,63.
2,5,66,1,7,8,50.
2,3,40,1,7,3,18.
2,6,96,1,9,1,88.
1,3,56,1,4,4,35.
4,8,87,-1,7,6,82.
3,9,89,1,9,3,87.
2,4,73,1,8,0,59.
4,9,53,-1,9,7,56.
4,7,93,1,6,4,86.
2,3,94,-1,7,9,70.
3,7,98,1,7,1,90.
0,1,56,-1,8,2,28.
1,3,42,1,5,9,21.
3,6,73,-1,9,9,64.
2,4,79,-1,5,4,61.
4,7,64,1,9,3,54.
1,3,41,-1,8,8,20.
0,1,73,-1,5,8,49.
3,9,65,1,4,7,65.
3,6,70,-1,8,1,61.
3,8,48,-1,9,4,40.
1,3,69,1,6,7,49.
4,8,59,1,6,7,52.
1,2,60,-1,6,6,38.
1,4,68,-1,9,3,51.
1,3,98,-1,7,2,76.
0,1,64,-1,8,7,42.
4,7,77,-1,8,7,68.
1,2,97,1,5,9,77.
1,4,83,-1,8,4,65.
3,9,64,1,8,2,63.
3,6,48,1,5,4,35.
4,8,78,1,8,3,71.
0,2,83,1,8,7,64.
4,7,65,-1,4,1,53.
2,6,96,-1,9,7,87.
4,9,76,-1,5,9,71.
4,7,55,1,4,5,43.
0,1,76,1,7,3,54.
4,8,51,-1,5,2,44.
2,3,63,1,9,9,45.
1,2,65,-1,8,4,42.
2,3,59,1,8,5,38.
2,6,48,1,4,0,36.
1,3,62,1,4,0,43.
1,5,78,1,7,9,67.
2,6,68,1,7,2,58.
3,8,70,1,9,1,64.
4,7,58,1,8,0,51.
4,8,59,-1,6,7,57.
1,3,62,-1,7,0,40.
1,4,82,1,8,9,68.
3,6,66,1,7,7,58.
3,7,69,-1,5,4,63.
3,9,60,1,4,3,56.
0,1,83,-1,8,7,60.
4,8,74,-1,7,7,68.
4,8,88,-1,4,7,82.
3,6,46,-1,6,2,33.
2,4,61,-1,7,7,47.
2,3,49,1,8,0,32.
1,3,62,1,5,3,39.
2,6,54,-1,4,4,41.
3,8,69,1,4,5,61.
3,7,73,-1,5,4,63.
-1,1,52,1,8,4,27.
3,6,99,1,9,4,88.
4,7,43,1,6,8,35.
3,7,57,1,9,9,48.
3,9,95,1,5,9,95.
2,5,62,1,6,2,48.
-1,1,72,1,8,1,45.
1,2,73,1,7,9,49.
2,4,73,-1,7,1,57.
1,5,75,-1,9,7,61.
4,9,74,1,8,4,75.
-1,1,56,1,6,4,26.
1,3,67,1,9,5,47.
2,5,53,-1,5,8,37.
1,3,73,1,9,6,55.
1,4,87,1,8,4,73.
1,3,50,-1,8,4,30.
2,4,96,-1,7,9,80.
0,1,52,-1,5,8,24.
3,8,72,1,7,8,66.
1,4,96,-1,6,1,77.
3,7,94,1,6,6,86.
1,2,41,-1,4,9,13.
0,2,73,1,8,0,52.
2,6,92,1,5,3,80.
0,2,68,1,5,1,44.
3,6,76,-1,7,9,68.
1,2,43,1,9,8,23.
1,4,51,1,9,5,36.
3,7,65,1,7,3,58.
4,8,97,-1,9,2,91.
2,3,67,1,5,3,48.
4,9,42,1,7,1,40.
1,2,59,1,9,4,33.
4,8,49,1,4,8,46.
3,8,91,-1,8,5,87.
2,4,57,1,4,1,39.
-1,1,92,-1,9,5,70.
-1,1,92,-1,6,8,67.
1,2,92,1,5,3,68.
4,9,66,-1,4,0,61.
1,2,70,-1,4,1,51.
0,2,66,-1,7,4,43.
2,6,81,1,7,9,70.
4,7,40,-1,7,6,34.
3,7,45,-1,9,7,33.
4,9,50,1,6,2,46.
2,6,73,1,4,8,60.
3,8,78,-1,8,1,73.
2,6,59,-1,7,3,47.
0,2,92,-1,6,3,67.
0,1,60,1,9,5,37.
2,5,60,-1,6,9,44.
3,9,57,1,7,5,55.
4,8,60,-1,5,2,52.
2,4,58,-1,4,8,42.
2,5,43,1,7,4,28.
1,5,52,-1,8,1,31.
3,6,57,1,4,5,42.
2,3,91,-1,6,2,71.
2,5,68,1,8,7,54.
1,2,64,1,4,2,42.
0,1,95,-1,8,4,68.
-1,1,52,1,6,3,27.
3,7,66,-1,7,3,59.
1,2,99,1,8,1,77.
2,4,58,1,7,7,43.
1,5,88,1,6,2,73.
3,7,40,-1,6,3,31.
1,2,77,1,8,5,55.
3,6,58,1,8,8,49.
-1,1,91,1,6,3,65.
4,7,40,-1,8,2,30.
4,9,79,-1,8,4,75.
2,5,56,1,8,8,43.
2,5,60,1,9,0,49.
1,4,61,-1,8,4,44.
2,3,54,1,4,3,35.
4,9,89,1,6,4,88.
1,5,78,1,6,6,65.
3,8,87,1,5,6,82.
4,9,78,1,7,6,76.
2,5,71,1,5,0,54.
4,9,88,-1,8,8,90.
1,2,43,1,8,6,23.
3,9,83,1,4,3,79.
2,4,84,-1,4,3,65.
2,6,71,-1,4,1,59.
3,6,43,-1,4,5,28.
3,6,92,-1,4,9,79.
1,2,40,1,4,2,11.
4,7,72,-1,4,0,61.
3,6,46,1,4,4,36.
0,1,48,-1,9,5,22.
1,2,40,-1,4,4,20.
4,7,55,-1,6,4,45.
-1,1,57,1,4,9,32.
-1,1,93,-1,7,7,68.
-1,1,86,-1,4,9,55.
3,8,45,-1,9,0,38.
2,4,41,1,8,7,23.
1,4,48,1,9,6,33.
1,2,43,-1,9,0,22.
-1,1,84,1,8,8,60.
3,9,62,-1,4,3,58.
4,7,93,1,4,6,84.
2,4,82,-1,8,2,67.
3,6,84,1,7,7,79.
0,2,82,-1,5,3,61.
4,7,90,1,6,1,80.
1,2,47,1,8,1,27.
3,8,78,-1,4,7,72.
3,8,64,-1,6,7,61.
-1,1,55,1,4,0,25.
4,8,74,-1,5,5,67.
1,2,56,-1,5,8,33.
3,6,57,-1,8,8,46.
-1,1,99,-1,6,1,73.
2,5,66,1,9,7,54.
4,7,54,-1,6,7,44.
-1,1,99,1,9,3,74.
1,2,56,1,5,3,31.
3,7,82,-1,4,4,73.
3,6,44,-1,9,9,34.
2,3,55,1,9,6,36.
0,2,54,-1,8,0,27.
1,4,81,-1,7,8,66.
1,3,85,1,5,2,66.
3,7,73,1,9,3,64.
3,8,87,1,5,6,82.
1,2,58,-1,8,4,34.
3,7,47,-1,4,4,38.
3,8,86,1,6,0,79.
3,6,49,1,5,1,35.
3,6,44,-1,8,4,33.
